Fp1,Fp2,C3,C4,Delta,Theta,Alpha,Beta,Gamma
146.26953125,168.234375,167.73046875,166.53125,68059.3443641924,13189.034064208932,4574.087405469141,4681.099423941097,19186.3602726421
156.01953125,139.625,146.375,159.921875,15695.021296421723,16714.020898800933,3149.5199641417726,2895.7036055899594,17666.81684200101
142.32421875,146.08984375,151.984375,147.578125,3813.823800450854,1706.6702547434804,910.6107736103287,2354.9571894622522,17569.17949571114
172.296875,150.97265625,166.15234375,152.03515625,17477.121413209163,8305.597627543992,3744.5657141600445,3358.856545134129,17707.211021767675
131.31640625,154.1015625,151.5078125,158.078125,2428.41037850649,3932.7527165908414,1421.0120908814815,2605.1123824219603,17654.726027466895
152.1640625,135.296875,160.7109375,157.80078125,4122.279305180052,5574.28241800369,2073.9605546990183,2778.1189657573063,17767.112692906896
158.72265625,169.46484375,136.5625,145.1328125,2752.551577024595,2181.281573712101,1302.0140104361283,3640.370490105128,18409.76396446423
121.03125,136.6640625,163.484375,155.6484375,4496.230634245489,3205.0515838247097,924.7513484745468,3560.0896812079236,18206.963406243485
157.58984375,140.55078125,156.66015625,160.08203125,9316.313864883043,15711.958967626064,3691.212080682025,4063.879449545669,18024.954934934656
164.97265625,170.640625,152.25390625,157.515625,1696.4410841710971,3879.301353445833,2175.253929465797,4868.84236037466,18301.855263286074
131.25390625,120.8203125,160.97265625,156.02734375,43221.88289850682,41819.6309772182,14821.737683368692,7276.936229156812,18437.275394639535
147.9765625,153.296875,157.109375,156.91796875,5543.581755503452,5327.971034694941,1291.0442407865319,2997.751749198832,18120.883700355218
141.46484375,143.44140625,145.4921875,150.08203125,16502.63786278935,5402.327906885994,2992.603298039155,5516.581775154098,18032.131271951544
155.32421875,148.2890625,153.41015625,153.484375,2672.9755358319526,2075.9072920103163,2344.87300002431,3781.4930656315178,18030.850028841243
127.15234375,133.55078125,143.015625,137.28515625,15648.245053827633,19774.77158334699,6998.56587225082,3975.5635577747285,18330.088548484364
198.79296875,204.21484375,174.1953125,172.04296875,1559.21710854109,6273.365057660214,2516.9738736933477,8253.780414082385,18313.31951793425
93.47265625,80.453125,140.63671875,141.4375,14378.938784988986,19501.417275135536,13154.799987281285,5653.79461916581,18584.53374500784
176.19140625,182.859375,168.171875,170.41796875,46179.067962238354,41565.78374657722,8541.967492895936,4367.128533868683,18771.888877909056
153.2421875,151.78125,158.7265625,154.63671875,1849.82693337925,2540.0554501728357,3049.80744480118,3399.074522115893,18810.420459590354
141.25,136.1328125,152.09765625,157.8515625,5417.647193031065,3006.2563573067687,1691.4393163129253,2401.1392147616475,18222.200237710735
156.87890625,152.99609375,154.69140625,147.48828125,8475.721420378688,3081.581438310808,1534.6075533609455,3200.7307963292733,18314.842374697193
10.14453125,124.4140625,32.28125,141.8125,41223.69301623803,9858.558339770232,19545.611772151562,5610.34516708979,17958.696683232698
290.0234375,180.31640625,266.32421875,161.08984375,42546.604060547674,70047.70424400122,28140.109227233523,12024.082410538353,19242.277327263848
190.5859375,189.6171875,183.55078125,183.65625,5743.520023854386,5875.878070822575,2159.4979124564315,4235.266379077939,18175.228588867925
94.765625,93.87890625,142.00390625,144.015625,7503.629617744502,6582.967036387746,3450.7977153082056,4725.071943323098,18570.337480913382
156.2734375,158.27734375,150.5078125,148.30859375,15180.45178207559,9778.249994271979,3415.7225099163197,3901.345783020063,18956.726653809485
122.22265625,131.90234375,141.91796875,148.7421875,51041.08002613175,8882.593348222013,1360.7355023555563,4078.5949929095423,18560.41964592405
147.640625,146.53125,142.765625,144.02734375,49373.13137373652,28755.098846985737,9827.56763414584,14083.006533714946,19725.220740199817
160.5546875,152.14453125,176.37890625,172.296875,24388.769782283733,9084.44078660539,1794.8811860805426,1867.1007192372545,19124.75312098206
157.07421875,163.375,163.453125,152.92578125,15229.538163396855,2979.103900564283,3608.279622034627,2835.7011706194194,18440.760750215217
129.98828125,117.3359375,142.48046875,135.42578125,7788.004176506036,7099.809039719052,5362.223629887577,3629.786671541334,18726.7796347099
147.30078125,163.6328125,179.98828125,178.4921875,7045.925220670267,10147.820962425292,6035.422226513751,4182.782874063472,20794.955534639823
198.5703125,182.875,144.91015625,156.6484375,14275.482329457365,5650.921894907407,5988.851378814055,5146.589211627899,21523.505855339572
84.59765625,113.3046875,147.37890625,144.75390625,73727.59200589525,82983.53690064893,22809.614217683506,12699.86944256448,23745.835561748438
155.23828125,138.3203125,158.46484375,163.12890625,22825.20257537791,29407.24064189494,10703.686643378302,4718.3783133973675,23876.948755856058
163.0703125,146.43359375,153.7109375,144.43359375,10338.49367381647,1953.154151522209,1392.8439189624246,5969.238725055022,23697.438146962173
158.25,169.43359375,147.07421875,157.69921875,3319.5052576287444,3552.8320543175896,1310.21482040963,2566.347147071838,22905.5243561546
153.00390625,149.09765625,158.140625,156.25,7521.567991037988,7015.227768125209,1792.5324478052316,1488.0282331725816,22081.51819629762
124.69921875,143.02734375,171.3203125,159.28125,6119.951657570649,2876.675427454485,2175.8742222185574,2170.9761627591615,21136.018457036676
153.4140625,138.66796875,140.90234375,154.82421875,3367.326169080192,4164.510938362549,2775.4679280817536,3056.4360569093114,21681.027907276177
146.33203125,143.7421875,162.90625,152.36328125,13205.473893580518,9689.820315610454,4123.299536083203,3271.333474840806,21596.022544811167
158.5703125,162.67578125,154.6875,152.2265625,30174.830395897356,27981.165727102452,8579.068642345526,4936.251859576644,22316.179523506536
130.6171875,121.53515625,151.8359375,148.90234375,4545.857204916419,2286.999750094832,1605.533534192373,1869.0798679333827,23042.26994892287
130.265625,161.2265625,143.91015625,165.12890625,181186.3639017638,28892.40731228379,9028.683839428868,7127.244525654756,20999.864133262003
136.671875,150.34765625,138.6171875,156.52734375,2706.442651568237,7454.584774151261,1282.6131722164691,2492.535488086858,23820.361592601632
182.046875,155.375,173.38671875,153.12890625,10738.089083994048,5015.927721437261,2358.777899360928,2425.736044114675,23742.00877942562
142.78125,129.265625,161.03125,142.90625,2457.8224814545692,2460.1788818616424,716.2680968585595,2644.133592710932,24247.86508751791
147.98828125,179.78125,149.82421875,173.62890625,5489.854374043312,4391.169615627291,705.0892418429768,4296.344147462643,23151.03749418443
141.09375,108.0078125,160.15625,151.92578125,5269.457169055348,3041.871631621612,1093.5441709666231,2686.2287416754757,22606.12593781623
155.71484375,176.75,158.28515625,172.76953125,2081.033754839239,2436.789898492818,1400.5720704296505,1444.6139504276139,22451.818024907992
160.74609375,140.18359375,161.3125,130.6640625,4208.105805560993,2476.882138478667,1204.873671209264,3680.0804618075904,22730.23935381934
144.75,143.60546875,154.7265625,164.5859375,2435.1497220050023,1766.2312908567026,2057.471983837824,3388.647459250039,22797.368340878566
137.56640625,151.796875,138.609375,149.0703125,23121.924987202143,17647.967476501402,2217.5057872143234,3718.0442567484315,23610.149727014134
152.45703125,156.578125,159.15625,159.8359375,7762.134912717007,4048.25894297519,1901.4471559942497,1720.1582495902207,22661.921095783287
160.58203125,140.53125,162.140625,154.50390625,2857.740871732089,6550.379711525922,3366.427010130211,2468.531052721507,21665.744168691774
143.84765625,151.2421875,147.8046875,155.953125,7478.271460252884,4159.808363540922,1757.5805371361832,1002.4610665412333,21371.512321937334
134.00390625,140.31640625,154.5546875,153.1328125,10503.578948999735,22735.05406268604,4305.28503384956,4555.687177858042,21579.401707407895
148.82421875,139.3203125,156.85546875,151.1875,5938.040860027314,3465.0299185460503,1574.6947208957076,2045.5700857903018,21803.01143503895
160.69140625,159.23828125,150.39453125,151.0,2220.752525758862,1774.8816121741802,756.0758380879244,2580.678243127759,21602.341578854117
134.5390625,132.9921875,160.6015625,162.86328125,34654.39684382243,42841.10085707807,14928.88959364043,6780.267930467809,21897.322621727457
158.796875,152.2265625,152.83203125,150.10546875,3136.165735535388,4565.470903962987,1282.2452221845351,2898.9742674168683,21651.009571547496
142.21484375,144.375,161.61328125,166.58984375,3260.1088441639076,2469.758267732743,956.8529153369524,3129.119981283273,21653.957108959847
177.71484375,168.0390625,161.71875,147.01953125,30186.124542581554,27961.861533894506,5060.022868306054,4276.617697943715,22100.582745874937
120.49609375,133.67578125,133.16796875,146.7421875,3397.9269663716304,3439.577555010687,2672.6000271244857,2359.278430996896,20713.97957169529
141.1171875,144.8515625,159.44921875,155.26171875,1733.2339878169978,1596.787191587589,528.5233173134643,2133.9764514894023,20742.568857069473
150.78125,152.94921875,162.17578125,163.3671875,3717.8796496428286,2033.2802231644498,883.8470890326578,1557.497314001649,20891.097397641308
146.80078125,148.57421875,150.84765625,149.76171875,15113.8784228752,3660.453239476707,1447.0121489917897,3827.5617880673217,21097.947918106456
155.73828125,153.92578125,154.96875,163.265625,2770.0274609386247,2178.9650639984593,1026.7609224132052,3181.2580596644366,20819.591802470488
132.87109375,120.66015625,164.71484375,134.51171875,10444.220264951211,9984.197942379073,4245.498166645957,4289.091637258938,16854.114249153423
130.39453125,125.4375,147.984375,141.87890625,165357.3718759476,85499.83670897117,16827.03003288269,11767.811026931839,11918.622023858403
149.96484375,146.703125,150.24609375,165.09765625,48019.76263922239,70075.02017510633,25275.642189417063,15319.355600485953,10566.950493001046
120.625,117.35546875,172.8359375,145.4765625,89760.21854858458,78891.34627568387,37368.704747936776,13558.168730174928,9920.160091111582
180.765625,187.734375,140.9453125,161.66015625,34856.12439834398,17080.32327912047,6972.678443924516,5167.878881603959,10515.225123693996
152.61328125,150.1484375,183.87890625,159.21484375,72194.17918242348,171309.8491731915,33836.505427788026,10658.531849118093,13681.818887042366
144.72265625,147.49609375,130.46484375,141.46484375,19699.7353417494,9115.525886479832,5621.3472500424705,6192.443144524014,10357.080570631155
139.80078125,139.12890625,154.87890625,155.51171875,2641.003283641342,4269.0922232597595,2186.0132846971283,6285.474765335584,15015.133175940873
136.37109375,141.015625,127.578125,140.86328125,20426.011516603197,16319.020213373096,12674.014094491307,13900.293038186546,12033.92290571417
216.8515625,232.671875,157.33203125,180.51171875,55339.789452473204,57758.56416250331,16594.75649811976,9219.029542682378,17682.96633427939
86.078125,69.4375,152.40625,139.7890625,14646.133106161986,15230.752659533835,5042.713525610142,4698.939057573065,11032.609125255089
138.34375,120.046875,165.6328125,144.46484375,113752.04125746414,89471.84999348603,20395.186913238045,11305.584460008236,11410.458134867737
180.65234375,192.3125,163.8984375,166.01953125,84355.17638341885,143681.68228018552,49784.9406541779,12924.822103661456,12911.694313713742
117.55078125,103.6328125,126.02734375,155.44140625,120326.73856608894,93245.15209150316,47084.64385019824,17420.660801668546,12292.976016920204
111.69140625,116.61328125,169.6640625,122.03515625,44117.430748321676,71904.9659908558,55391.40395796388,23404.755788662387,11076.159313433789
180.10546875,79.39453125,152.7421875,86.19140625,155428.43213562085,52486.05461810385,22295.15535327435,8576.512218090276,14115.791474310829
162.62890625,199.4140625,140.26953125,175.25390625,90438.87821118426,341148.940238147,142644.31039592117,47949.03830343793,15513.050127739774
158.37109375,208.98828125,199.87109375,212.296875,98348.1479856022,143476.34579205964,53979.34808920229,40108.17414313656,42005.17641176952
120.12890625,167.15625,136.8046875,227.05859375,100801.32515920495,28886.574410644163,14380.543486304614,10736.109394692829,13322.080508639852
79.0546875,-23.6484375,114.578125,9.25,154410.7750146281,112395.07842230401,36202.44206918089,16171.818330450049,15169.960775996931
186.98046875,242.7578125,156.03515625,219.86328125,65120.79140209559,56277.13396940404,22165.075735603354,11379.707732216519,14840.994715131152
159.79296875,160.703125,162.5546875,148.53125,100750.22298535248,17565.045784093334,8851.582710640254,5118.266587615459,13788.035559885406
162.328125,147.5390625,171.95703125,169.98828125,3457.250326844719,3389.399453223717,2040.0306505662536,3106.711070043373,13358.415348529892
145.890625,143.265625,138.2578125,141.8515625,33507.69421674004,46404.04942770266,23229.18188227183,22478.330754425315,13412.05336395531
146.3359375,159.70703125,152.88671875,145.41796875,51618.833882515086,22675.133016475622,7826.885498087097,4809.700756189316,12697.695724955927
160.60546875,141.17578125,164.8203125,151.95703125,111977.33910965107,116512.59279734822,39079.51387753793,9753.511373351135,14696.320902683914
118.34765625,166.36328125,144.28125,203.69921875,19899.31458838366,6900.550140732175,5593.95676977437,4307.764135471148,11700.055425406426
152.8515625,107.375,156.65234375,102.3046875,26017.562642748206,8962.09849114314,5126.004018475823,5261.498243183977,14035.57959804754
160.5625,153.12109375,156.1640625,151.95703125,3487.8581646152484,13062.308840926406,1747.6583459871667,2438.6000024133878,12997.452948722143
149.85546875,153.36328125,161.22265625,164.24609375,9720.812474727405,7090.920911453297,4894.299357223257,5802.629696779754,12358.191092160518
141.4765625,147.625,145.12109375,142.8203125,19231.953272904582,15129.164907522116,4234.734924361536,4743.652469076373,12379.337962312
187.51171875,219.78515625,162.21484375,197.31640625,9447.71924644016,5618.387278146714,1928.2726166267807,4396.987307345677,12920.297927564512
109.62109375,72.35546875,143.125,124.23828125,49323.26142046636,76919.41393194233,42401.71191109022,12874.192802477373,13330.780471640717
142.98828125,143.9453125,155.921875,137.86328125,56578.310752276666,41410.43852042127,14893.196954243434,10926.74530816873,12562.854100364408
162.734375,156.63671875,166.65234375,167.765625,6471.311741401088,3616.8667957261705,2419.1560719987506,5104.683322317586,12062.085740085522
135.23046875,137.15625,148.2890625,144.359375,10351.656637307207,2664.6227083016893,1229.497671591139,6831.360710101862,11453.432542647766
146.84375,141.78125,152.62109375,155.07421875,28926.91657799675,20577.521391253355,5110.906256466147,5561.804731191903,12306.538673794881
150.37109375,179.484375,155.3359375,182.2578125,27325.33607130953,11578.840917944359,6866.314305857249,9018.111193874967,12233.43484459479
146.23046875,102.4296875,145.84765625,107.6015625,5926.8253894513855,2056.905264826608,985.2407729881679,6017.462705278372,11817.365960637624
144.046875,174.13671875,162.75,184.3515625,8497.462716823331,9962.57453619891,2334.7499028158163,8020.062153323057,11705.19047038026
156.01171875,162.39453125,155.1484375,176.875,7389.85310135497,8384.70308021944,5246.202189292379,4468.243475797695,11773.35536802628
170.6015625,167.65625,160.5,131.4140625,6927.949239038873,4152.053064371068,2731.985706209503,5090.9501471730255,11770.934197601455
121.39453125,99.3671875,140.234375,141.53125,17124.58618017582,4310.754371384592,3457.8087683787435,1968.9538904173146,12920.351679002839
135.8125,150.96484375,162.05078125,184.8984375,54512.22832351884,12636.3093759577,32587.15401143304,21031.987065083595,12278.674087611309
150.2734375,163.9609375,146.3203125,145.4140625,17309.348598408622,16947.064299179656,10713.192746049106,7632.473408760675,12041.921987582957
146.26171875,115.6796875,161.78125,129.10546875,5862.146858426127,3960.50927923081,4488.75392287385,10953.830228983854,10541.345128356383
131.75,129.82421875,157.91015625,161.26953125,13021.121032174678,7384.0917028731965,13000.982955638554,6568.064373675837,11466.645505993341
123.4453125,154.5,142.26171875,154.83984375,9446.933675861002,28973.557846223848,9125.235008336269,11472.809735836,12180.522692022592
194.765625,146.3828125,168.24609375,134.125,5183.211018814141,3993.8676367467633,4474.666288650914,6444.57372707772,10889.002309359823
151.04296875,177.25,143.55859375,176.8359375,7298.753153681596,5851.756802553979,2473.1612915604837,7035.688685110979,11107.8671618254
138.1875,117.265625,169.0859375,137.625,7664.336063875504,7023.160750892503,3620.6841557294956,6060.709545737868,11889.034598572893
149.41015625,170.515625,139.5234375,177.84765625,6486.054608031445,5133.477941012434,2310.7767531529494,5688.357616899906,11544.92116080152
157.5625,131.73828125,159.10546875,130.46875,38020.8099334296,29989.517677076237,10863.01351528008,11062.53908785531,10025.683688469186
107.69921875,108.7578125,143.28515625,128.31640625,18787.01190901128,37094.779529400716,30466.28283709707,8922.192428461987,10765.429795226835
178.83203125,221.3046875,147.21875,203.85546875,122306.55265960611,66564.5340266047,32962.36675660519,15099.109599998163,10885.89027088785
147.80078125,120.86328125,162.5078125,141.390625,20376.647378104826,10128.598193755552,2848.8956614749627,5275.39422897404,9279.66242173039
146.76953125,180.25390625,161.0703125,172.62890625,16691.780448593378,3343.71582426206,2105.8977697224955,5420.060897817573,9425.075202776325
115.86328125,96.47265625,150.7109375,142.0703125,74904.20673689927,91225.43972749716,18446.83506692348,14863.09497496709,9621.594180347685
177.28515625,169.81640625,152.16015625,137.375,51952.92959882235,209479.53315785114,48927.63225978605,13772.269164262241,10728.323587973886
140.52734375,131.8984375,148.96484375,149.0703125,81551.08299954882,91560.54378678596,27281.64271524499,13882.672900367925,9102.156146551783
108.71484375,104.5234375,152.01953125,161.71875,23664.682211496962,241173.92817338166,47772.90046621999,25444.061236920672,10282.185731060436
140.265625,138.91796875,156.44921875,144.09375,67073.33322264251,351657.8447352026,83642.8177444277,23486.451819008074,9849.055558225027
175.80078125,242.1484375,118.1640625,174.29296875,96498.6836164405,84317.83725711254,25429.947989427044,13032.445687621013,10428.950181419394
187.9921875,89.80078125,230.23828125,149.0703125,71266.39478185013,239858.97888193527,85182.50270343309,34754.54793168643,13605.066864468816
138.62109375,174.4140625,127.7578125,161.5234375,140569.3268633908,54387.417426538275,29468.792904450933,9528.71541879504,10444.988954788043
134.03515625,128.36328125,170.52734375,155.796875,66138.73985384268,57985.413030525524,14104.446344522674,11417.831090552318,11245.735491521737
138.55859375,152.85546875,134.65625,148.234375,99073.58623438733,130561.09625225764,30658.531618467954,7313.663490001429,9401.620694696578
152.73046875,138.046875,153.75,155.56640625,15764.274752785324,24992.28520745105,13469.008526274754,8320.809954565957,10502.345481934915
156.8828125,149.4609375,150.86328125,154.3046875,3904.0893679393043,2789.0764219595703,2663.540969091018,5705.976550554584,9779.005523534195
140.3828125,244.18359375,128.68359375,380.73046875,39785.09596882988,9076.775204680573,4450.396819198118,3581.452172917244,6098.934882587506
140.46875,127.0546875,163.953125,111.09375,6727.929541727926,6803.922476901193,2437.050250735077,2987.1995493105273,5337.599944649014
106.25390625,130.53125,113.91796875,147.9296875,63079.24457307643,17854.885983291253,7105.218143179822,5476.050456142151,5483.767757786307
216.09765625,145.703125,206.234375,-25.609375,80223.63180449582,17902.327064327397,3222.06897563643,2409.4766867271624,5270.303476171299
75.87109375,136.65234375,95.69140625,309.02734375,88948.28646147044,4821.963352320985,3039.9809794570047,2507.904015515937,5250.752267271246
151.31640625,140.10546875,155.25390625,121.94921875,9861.798294594366,3000.2532784232308,1714.6409769328377,2993.2296708939166,5228.202242281493
68.5625,151.171875,79.66796875,163.79296875,18850.244639540826,9212.59570648181,2472.849749674769,3302.4217293289767,5265.286585751006
202.6171875,122.44921875,284.890625,122.609375,33113.27200091899,21444.765411551103,4188.378853232399,3835.8234504800025,5474.285861458398
84.92578125,158.265625,-35.07421875,160.5546875,48025.302467386224,21473.023588209744,2329.3911299898973,2016.8478336421686,6206.868275988831
235.0625,138.125,302.94921875,158.70703125,356963.41117064096,121838.5278436197,27863.87742462673,11148.53040315694,7688.5694949777635
130.0,136.93359375,118.328125,138.234375,4011.757957339755,5133.40166698774,1030.5819845963288,2971.0737156661203,5592.014965576075
143.52734375,142.78125,143.89453125,158.69140625,9278.655706564608,3202.0529162823664,1224.8597438259667,1825.889692218706,5350.679010479174
126.7890625,146.4296875,138.40625,158.14453125,7872.5341086960625,2663.6191195278298,2330.9441044302234,1465.597032990737,5450.176091018488
131.61328125,138.625,139.34765625,128.38671875,65089.66749244312,36137.959711602314,8097.458735886223,7456.5967451322185,5946.075378310208
156.76953125,145.2265625,154.21875,161.6328125,27396.10001186582,3472.8836158724307,1244.3443983348066,2320.167698529264,5374.109840763152
129.9296875,129.5390625,149.61328125,124.86328125,2150.5562251849296,3489.606608596662,2098.2030482325554,2534.863973997342,5338.130121434936
133.37109375,147.21875,133.8671875,152.66796875,14293.610265413157,4736.350678661218,1928.814810636954,2650.446977235309,5504.240602820682
160.83203125,149.16796875,161.97265625,149.2578125,4838.177415570657,4441.282851987131,4736.668809368248,2692.3910625491303,5036.968287579601
137.5390625,132.6640625,118.07421875,317.19921875,306463.0934501763,95584.32241003442,46661.531109569056,18990.192134796453,6632.350536220351
149.390625,161.10546875,186.6171875,26.73828125,15031.838160920282,21637.346194844686,4626.486068978522,1960.9964228652968,5369.90519639453
132.984375,121.68359375,142.453125,262.484375,111653.90033990826,33795.05573498239,2845.096108041779,1492.987881349258,4989.2142636282515
135.07421875,135.7109375,152.63671875,-257.1328125,521975.21931329736,95463.46714779503,8801.181459595024,3851.2001697307996,4149.852270613036
144.6796875,141.03125,134.18359375,298.35546875,287976.6830248881,21378.266893077205,4676.966423434536,2442.606766136564,3820.0989902000338
152.93359375,151.23046875,158.1953125,226.1484375,43420.556550179215,7128.238077567459,1308.0050234907078,2386.072649958514,4759.618580729262
