Fp1,Fp2,C3,C4,Delta,Theta,Alpha,Beta,Gamma
15.459879622393945,22.776624995997008,15.140770964034118,15.040338747905805,16.5904236862105,18.44718115588953,17.70331958705363,16.781297026476466,16.717866743715152
12.938481493323543,23.990736325612687,25.17809939356885,18.158047877851867,21.04500538677841,19.606093440322404,19.522648229476854,21.996324552076395,19.77301004108198
27.32824384460777,21.710461250615456,24.179365849673033,21.736419963738964,26.667228997347554,23.52791771374602,24.739171052860343,24.640477489246802,25.663071711068284
18.871118497567323,18.32441599637706,20.41638970542227,19.538333139248987,19.28787260025831,18.35782079217819,20.03076167957884,20.732604141635218,18.690518450958564
20.33764102343962,21.070377595256147,23.444026819079095,24.24592327584118,21.71851017559392,23.046878131226656,21.96553070756937,22.834591785425314,22.58082507330973
12.876259068932717,14.003026189028443,18.259165400493526,14.434336831091123,14.110357875659917,14.806424830547407,14.471437257194754,15.174863189559462,15.650010648847225
17.278086377374088,33.385432490266524,21.061749977500064,21.00095340279296,22.3048242854994,23.85550004084304,24.278788347647765,22.901579748266936,21.440244794136834
20.55461294854933,15.82744000788802,23.9108811812083,14.006788792522727,20.528111354887315,18.73304244201328,18.806944571949757,18.463604899294754,18.494137588206687
14.245032112888486,16.840168580764104,18.981994727177252,19.37670587669457,18.357709346386667,17.7735669252348,18.405672492749243,18.70450780702489,19.123278583089547
21.87849009172836,19.798703978067998,16.979251313942864,21.961333690225914,19.389571776083624,19.814356107977424,17.765470694138546,20.569355560047008,20.16728781252864
16.996806550405974,28.44037862426189,11.181512167291537,18.141989732703124,19.298499235744973,18.87105330512673,18.78865686568509,18.542792525914617,19.534363581247206
18.541531251033618,22.07254499631327,17.667465897114024,21.204506416347822,19.24245351965485,19.3528088262497,18.294103053232813,19.28479395561831,19.73067660169012
16.991466938853016,15.819321019847688,21.293692738249245,15.161070660668264,16.896989620347213,15.989682273991244,17.29059933191779,17.4167827919409,18.86795104879276
29.261390922544688,28.271691803786698,21.78253371027052,12.345240087214467,26.963002916359297,22.21904289662714,23.629034339299977,20.57666853872573,20.847366516902085
19.93251387631033,25.65500313392741,20.01746026287364,21.228118489951214,20.48384884690608,22.652345230973268,23.447414086514755,19.56763471646518,21.547638580248957
14.711445355220498,24.692174786082262,15.83480362015104,25.97604093630293,19.52326508650969,19.98977131684838,19.365449446002,19.333500863142877,18.832786873557797
24.112724560515943,25.578671205854203,10.092713724209638,15.015820239320432,21.567054062042477,17.863114661263946,18.17427762717307,16.034285252763738,18.171963609682788
13.895781750144888,33.97180950291225,16.01913960798106,23.88877672042718,21.200409970968742,21.148468282964362,21.848343988290807,22.137500675361487,20.626738578055086
21.044317975023777,32.925474475180565,16.782620515784195,19.173693635265643,24.46233082623386,21.23638367925696,21.50699554885165,21.645856047314407,21.740066174145927
10.201649380601122,18.56642328498352,16.748284131239945,13.657233913227696,14.513618795843714,14.662982003504606,15.771957406302327,14.74943899965057,13.03231512069802
13.359069755507846,30.11942496405576,20.474225427911698,14.47397879459135,21.138828277617453,21.63275768165533,19.53658019015104,19.400565630084667,18.39690508586374
20.984306179345616,23.9158409487945,25.94270564405936,19.0631390934426,21.141124489606874,22.409982838791482,22.598454989786564,22.708118986710527,22.446409404888417
23.692332899977053,24.495479080688746,18.49411680736437,17.382150848303585,21.91384006949381,21.512261041313508,21.6361930358576,19.49949518473672,19.38836116947325
20.85684140594985,13.538645841783357,17.133072843374155,13.748348092967044,17.13396655003545,15.519493675932674,16.247515529643195,16.459164594856095,15.8809680966771
19.421758588058797,21.14807117305902,16.96311274798363,12.22384287509838,16.055924239776438,18.40134216497308,16.62165721787409,15.316013945178721,19.656909355918707
18.494481522053555,17.935882048317175,18.497539067630857,15.613122688293975,16.95342457209361,17.399796375045245,17.57223609327542,16.370281390366383,17.848202625159715
12.607390048162863,26.140294074466546,14.686824958606405,19.77523603332447,16.986333582300052,17.492776680668854,17.446254919126684,17.997663317502052,16.062470426879024
16.400778958026457,27.355402502014023,18.48079423498422,18.974396989587447,21.30873687459373,20.556941142722813,20.410824060269523,18.8301914837377,18.379326266924032
17.696806145201062,11.627568244918443,19.8032493453272,16.995048169999688,15.520304271306765,18.20161655839425,17.527605697163395,15.214538173677923,16.91962405798221
25.285611131094576,21.88982567997865,18.838744254297954,19.80754877716593,21.61161689770163,23.027087277485936,20.280454168361945,18.890811424354393,21.77432799790771
21.71809144784231,27.60930752397126,19.830167736019124,23.16010687945075,24.069558852133394,23.69401554623509,21.547047395378765,22.33105521937259,22.363911748485112
11.18479922318633,21.066605188432774,19.734990437394142,20.576506041736593,15.180639291666797,18.45568092531896,18.189975158607137,20.0292797638093,19.882025661530236
21.620419846973974,25.64531822501182,10.912413271014225,18.51476531444168,18.30447852449657,19.29825828318603,18.405429547616517,17.86186706683078,21.970830668498557
18.074588597918417,23.755827338135422,20.547480633581614,22.712288026642756,20.375716269919245,21.765220055160636,21.30429142348152,23.17921842138349,20.832341221862034
16.615389998470206,23.70830115976313,15.315940617350186,15.16059879113482,16.890187581822186,18.0225835386879,18.020461162289287,17.17942023365103,18.21060185823091
23.05838144420434,20.643425109658512,13.61664334798417,18.100321841778594,18.540061669694335,18.95070521441201,16.711006706977862,17.54747757040821,20.12279084864442
25.154997612479754,15.917095979321452,13.582192688580015,18.195648257598528,19.946564993952176,17.72814263653966,18.90233306215348,16.340083472795484,19.960924634081355
24.656400595580994,16.392349262874863,19.734166441890117,14.052186966228618,21.008290840008318,18.2636998384271,17.539107313688397,17.651606113021696,18.197794087721977
15.803912383886807,25.546762572276585,17.109700291100587,17.32050335086257,19.928448334396197,18.226565206579384,18.922871698966947,20.810320206138215,20.408066510320786
18.453938120743928,22.097291277594415,11.272124864058357,10.700161276418788,18.44398039233668,15.381585479708212,14.971496549265442,14.245101833397287,15.35151585124496
21.65631715701782,21.307438776963878,19.912151260769132,26.648712190651814,22.943194287130098,22.826401729927426,21.82919783156637,22.734867901691878,23.157418892872602
24.877725635611796,19.880549788388237,12.24156747680469,15.250344846254748,17.760012961920673,17.630787051435824,19.756504876382856,14.790498662920161,18.46488810782686
17.60412881077355,20.47405577259624,18.559285434072844,25.344456525685246,19.880582955400854,20.60000632087999,20.814749156577633,21.29269744183638,20.551557669972695
19.071705116680914,27.234558972440695,18.953995702692218,19.15233802287797,20.975474481661255,21.21835950274724,22.007837856626544,21.339713973419972,20.983328336832106
14.468325129969859,20.323779590659868,21.54230832678018,21.259456528623836,17.571447001413887,18.64578520194013,19.549408748211178,21.616658848366047,17.905666507272603
14.018966879596647,15.294676433492157,25.126739145867404,17.044800806596275,17.48623222392812,18.10054849617463,18.491309391043075,20.255052399885443,15.432260402556139
24.062629111970992,25.718258877700865,12.541294696397834,19.8317187678467,20.101664644267142,19.2342797474438,20.95585372562255,18.389209967566433,20.606834602751324
26.781200142854114,20.975616680676413,17.7901045757478,21.601958559953744,20.972273226617187,20.220058943885284,22.041676134494846,20.30044943584273,21.38766422520393
19.63994939209833,22.156979327663883,16.894658819823132,21.65820965757673,20.681399028942515,21.180759863050522,21.194605208455197,19.57863655117598,20.747279022386564
25.01766448946012,30.037891531997552,19.73499874384385,22.09909356029743,25.66312837769273,23.935132687769713,24.37891753524401,23.140259364533193,24.523395628807194
21.80818012523817,21.897197213247463,18.862675083734473,17.526669159843294,20.95436580267224,19.35344682065084,22.308828967733554,20.630978677426267,19.96590926461753
16.77440122697438,23.445918365593627,16.58981502905352,17.07856131003458,17.889441732558865,20.399272210176843,19.432705555726464,19.19875774964915,19.644610230586505
21.80697802754207,16.105382543508373,16.23639124555658,12.623294698929586,18.80784332765574,17.40357171741806,15.55347093114446,16.43623017308317,16.791208896891515
27.690182832329846,20.9016527382452,13.53419657926381,21.092876044707747,22.84299876678951,19.715857345158383,20.628177339653668,20.72010025647017,20.063936683667183
19.820869804450243,25.047630226043005,21.951446329626037,23.329514845293772,22.25118225509504,23.157436222201884,22.934442900843933,20.114807635815346,22.121286464402598
27.82321827907003,14.223131330793787,19.836816726398116,25.46392671967172,20.732661686843173,20.63962509864522,21.88127009969545,20.740794226200492,23.969100877915913
6.901274479551278,23.004225465578546,21.67107279118055,20.22069053832203,15.592812697832883,18.13430280132279,18.63618923763027,20.014336199925285,15.187394483753272
24.10951252187612,22.50395536322403,16.758415454097946,15.934080908365722,22.177916476898265,20.262121155729965,20.623507766724828,17.72310330502034,19.77151586548697
20.435235341190857,22.206437277937198,15.372658125222278,12.21161542684218,20.45890971038796,17.478796889234246,16.196899556999163,15.367608143195698,17.885336345600763
18.504963247670663,27.185794493291215,13.686739733483089,23.166666932333403,20.28520168360926,20.671584313032508,21.917118646411087,17.99519155615536,23.328238233883866
20.45880388267751,23.672192574242608,19.435670334962637,11.814893732889857,20.104129797817038,20.40846163077472,18.34857266570711,17.78772654488402,19.511939503438864
10.062155426995536,29.39035949178222,13.840827101887061,17.637583689024932,17.212204699587723,19.420516905100254,17.136826921557684,18.605920442360137,17.088775436904484
18.90164056081244,17.03205242202982,25.3946522758662,18.102772688225418,19.834372683840677,19.578800767320303,19.25865709402793,21.65920359960559,20.10742414063751
21.78556285755873,22.67962283609174,12.769429675626238,18.722179448595924,19.36314857377583,19.22229581703341,19.79777511045874,16.68677667156279,17.344437833905065
27.38947022370758,22.422333931949737,19.094640476850007,19.14321040014336,20.521552346880707,20.633772201264353,21.74534606001488,20.8244781980754,21.213476883009267
17.40864890863176,16.6537275312246,24.267418828855146,19.5525902254703,19.96108961278524,20.119005896160044,18.807044729207743,22.001954811507336,19.923556683357198
15.957531985534061,26.78147501045673,20.396359037055237,9.338546951685881,21.225270747092825,19.361061307498684,17.69451908873944,16.392088855627378,17.18555788732469
17.491214782077318,33.62336652926409,18.702694849967116,19.05862363948051,22.117497345945914,23.38676546044436,20.42428329128138,21.51362383551902,21.71890498891098
24.57701058851037,21.914969627580845,14.126065412152418,10.081697703552491,19.172024607545357,17.44660741568832,16.832772068997546,15.802126751102861,17.63993414924287
21.643755548298422,24.525105441368837,12.472923245729184,21.92887229236398,20.565405207722034,21.89800544791438,18.903080583287007,18.647242969141267,20.46630319203681
17.351198981164806,22.422592379076637,21.080200435670342,16.77949937678555,19.373743447272766,18.97567780839385,19.139203462678445,20.536201755253003,19.0426987188133
22.56633716556678,18.432076650464122,24.024588963099788,10.371853099106598,21.393779541059526,20.29618944797231,19.512907239832916,17.16661453195953,17.31675501784999
20.4853877467402,12.896198610989918,16.244600038087313,15.743181290458496,16.940892260301407,14.956255082394577,16.896217822502212,14.842754238447064,16.46780346863012
24.843224952664446,18.471132584523176,13.443753969534596,16.719698643261385,19.046727584284607,18.39139486003182,19.626203035042483,17.25400153565933,17.607749758160466
16.489734530613237,15.040208095241343,8.167322277803926,23.76279847022002,13.799291092842436,15.588555689332015,16.898991660766253,13.350559463202154,16.097669518120792
18.361689267011158,30.52051039029559,14.076940625349849,19.78655096700098,22.16050623048288,21.063859223058344,20.15782609749602,20.318780386033744,21.559867282537265
18.039459234339212,21.424451530383806,17.54537263000384,20.37777977740232,19.78948289775608,18.879070639920894,19.365837193786007,19.67013737096483,19.138384225102424
12.682425259339407,20.270403354764145,24.396492963346937,23.724886536882405,19.46643823461445,20.822666145422986,20.235995934361803,22.940306082995626,20.451412277769567
21.48060138532288,26.44576912393903,20.692534768931875,18.615422848302043,21.557833779206344,22.427706348016432,19.657529348902074,20.82956507262375,21.571762602774207
21.305276360899448,16.39124448572056,19.22034161882701,22.01675184412961,21.32366429778264,21.137817958676365,18.516144040484413,20.2117771707172,19.734034015524955
20.025567283212304,18.165679809977238,16.399521354795475,21.73544445572797,17.16968506575275,17.849422411919573,18.914266548777135,17.543846998802472,18.432775048028205
18.827064333124266,22.340361346243107,15.667337130976176,13.85412202572235,19.461414787291584,17.382633318621107,17.499324773875667,16.359445220201902,17.005839950688483
12.92314628974793,27.143844957117402,23.622590390031853,24.891934310519318,18.616540744895794,23.077682281267563,22.657704041059294,23.674039009844346,21.68098969549055
17.896773386173205,24.50842522584394,18.802954163033558,13.318792879717222,18.81337566110243,18.98047327944608,19.09537804322783,17.30943248835779,18.607099201666887
18.286427417366152,23.24162571257941,9.589597232315912,22.66946659791139,20.032947717422562,17.940504648793503,16.676086737943482,17.331753624586543,18.975349658119615
15.988613653891905,22.39058867618008,15.305841408411029,12.93170785237747,18.29832538580673,18.163345161994968,17.17278463217265,14.934620790909596,16.864862786744744
19.193571441669953,24.001179277633877,14.567135872913493,21.40494715260669,19.385483834314332,16.869931760590305,19.970295642659767,19.236582304476187,18.37304850583276
22.020254284072692,23.008264525646272,15.81494396329014,26.44765951260069,20.99949877241937,20.74259596099779,22.446153753047078,22.805804077020063,23.1716783943728
29.43092950605265,16.85013862611532,20.25164264114034,18.148085373799155,22.79317256669908,18.903968129895812,22.237064624418455,18.60153770580685,20.56580437670472
20.872889064159196,22.230396108165756,17.570220472823003,17.974577428587416,20.843917286297472,18.513861835941878,19.519137795645868,18.931269429478572,20.59786788117976
21.28775195361382,16.631556705411235,17.692538371985354,21.441759997267397,20.438830849875405,21.247755405467693,20.508989994049532,17.346668826372845,20.18607844415653
19.627770421169163,22.40541271450412,23.253892645300947,17.682414176149827,20.535517924885582,21.757996661358074,19.85297203538797,20.217186877892647,18.454726889011745
10.406143923504793,19.59676029255879,15.214155640853246,26.273114814971287,14.099843203350133,18.73069145277693,16.926805547599812,19.62951232343437,18.702923632410158
19.867430622753915,34.696908113914304,25.4567981035494,19.768768997834783,25.581249830817974,25.89282213957042,25.37624864964864,24.608846024038314,24.916698469502265
20.301151049705133,21.800528081241442,15.314769634515656,17.719321967117097,19.038074130360933,19.497397742923486,18.415175137839654,18.574335303928656,20.08707990854399
32.316210562426434,14.978802168692056,18.356792786450285,16.838857888417266,21.474735516961527,18.065127669191188,20.88429841611548,18.977639329763104,20.645041242175555
19.038195176094387,21.329098946615378,16.875185618388933,15.268206119307917,19.213534405343744,19.360864040351352,20.120653584946144,17.435657118740473,18.112188143692084
21.507736711668063,24.59679372818944,18.493676534003843,16.488980052970042,21.116652361129038,19.706640313025705,20.665291830211817,18.38488445157378,20.7115584648788
19.826441151473784,30.366819730762618,19.778367980292515,17.597306425365613,23.062538824883156,21.996990009358505,22.104403360837754,21.932035399524132,21.992488682674924
14.156609811902339,19.05273800030641,19.735340960355508,17.04944370600568,16.136033687337346,18.38278546223483,16.62931274099064,18.539311805646918,17.528952609367757
25.714114072575104,14.0878601298818,14.98753067751768,16.367298903451584,19.632950224168777,17.455346596007402,16.089221139232198,14.766144967267065,18.01286581083128
23.759665163433873,26.084185057154905,13.508341290209717,27.395364921409758,21.453228135947963,22.193383969571663,22.614342492778555,20.25022392699786,24.252958049035158
23.955159735215233,15.097006470501745,28.012687163622843,14.879619694042042,20.373933847668805,19.33676782250851,21.552988512453666,18.314849159732255,21.266192522416617
15.453062726026305,19.819222792462575,16.064062641597786,19.5865303505847,17.055543260440047,17.872717914361953,17.407781620607167,16.445108186625912,17.53425670369877
27.013971554680495,20.71189757244503,20.796849754687948,21.370084039043487,25.05735466340736,23.089996670367917,22.874663229419607,21.260165522524908,22.033411339502727
12.990744686038596,21.65183273349946,11.569434757907214,21.52043198233493,16.942603212828708,16.336128484996916,18.35960831266363,15.657488872819423,16.26970315959525
22.934285469001352,25.445822285371676,16.881549120381294,18.76557169687011,23.137520371243102,22.353119900240483,22.40832345613647,18.933217565134335,22.340249146244243
30.952278129049894,18.58182858856806,17.491202464070227,18.03718971261076,24.674496325608644,19.74711094820961,21.69444061117652,20.6098015876057,22.862124947944277
15.047318374346558,20.631353739166197,19.89126027971133,20.806189964958026,21.870036659737426,19.33403376524255,19.264137068202867,20.858177010677903,18.84053552284685
17.16851135198614,21.928648235253057,7.110183436032244,20.066086599912804,16.916233426126535,17.69389682514199,15.049724356792986,14.271811948875364,16.778972512305746
20.498256825438204,22.74798978759394,18.664562452313323,17.964164660929946,21.973429546138977,19.434850056546196,19.338548787391915,20.248035653669437,18.05305013303622
17.482621729419005,22.489135873539613,13.401034178528429,12.752485713102278,18.70788011524734,17.86805798750174,16.250563565629257,16.647121585896052,16.1641651387919
12.246682844669337,24.1800288761129,19.297382844779694,17.12830511066701,18.72102138403177,20.89287346955686,17.360768307623083,19.53666722238725,16.316863576225245
20.342814874030136,26.219197548208687,13.854683212647348,14.413799345170169,21.989441409161326,19.144531141021023,18.956077007966847,17.44306156869664,18.600759894423057
14.688481431369475,23.96317057825484,14.578069216297674,16.331361799734694,17.19378073827277,17.23932359720328,19.301918939900272,18.0904415629458,18.199448175003198
22.36796215317591,24.267927617546093,16.90548955842693,19.132892954067838,21.023265329689984,19.87945737129063,22.18632966346581,20.361963428375347,19.70448841439529
15.402878828830985,14.088884166267611,13.790682121587219,20.434944575986464,15.50921317681063,16.836037270667262,16.173227284999278,14.791726674010038,16.565847039404236
27.749672025087698,22.251138495828403,16.09786221305858,26.121811005169626,23.424264129990394,23.55569101805721,23.834555006810902,21.311950834509805,24.82902481286452
16.083733538318814,24.397537740008044,13.226496925826739,16.850374484384744,18.401592423931938,19.323341127159825,16.910931356778466,16.281522936420064,17.625334735250277
18.38969241897162,25.64470597285225,10.667318193205091,22.0985025411006,20.95535143724841,18.9584078911757,20.66414413220119,19.016861960006906,18.884880359382876
24.067586086848348,18.53824612883103,22.071828209717438,20.223840097751346,21.147111202400993,22.079114480011583,19.663408534841864,20.429869096877994,21.419829128361716
13.845678417830225,18.704803625556774,12.815805228704287,24.18399068255916,15.826593606202167,17.013277085230126,18.300397649748774,16.754862891833994,18.670271213196905
21.137299673020646,19.129496623582007,17.285276449568066,21.304914878382505,19.955626637561302,18.529819710617293,20.20983661633808,20.271896409832085,20.2781968399484
26.53571377141214,24.682069499456716,21.01156432597514,14.966074290854735,23.489508226657204,23.132624545195288,21.04299608517026,20.744104310610805,21.58589260120609
11.962583827193862,27.16940527462104,15.540223589935827,12.107815882835075,15.340675591521041,19.260838879651054,16.486220386908514,18.59035598910009,16.91918881213168
20.92316929266152,19.96269946354199,14.699336401017849,20.245046798670018,18.742321873498835,17.61165200485294,17.823310285816785,17.17586389917624,19.797789870261855
21.299413971242117,26.539811568135246,18.904952354669685,16.886196008398436,22.638692372948704,20.231120209868916,19.815953427809138,19.546907525672665,19.3417333495032
23.90911435888655,22.61739904582297,22.471735290908608,15.078745016197612,23.788633768035645,21.36429411026643,19.428194427330006,21.548676603703804,21.34559734185356
13.81524644560959,21.378571114187817,13.322738939654124,13.92968918186769,14.84256805108005,16.915508747389037,16.379075322530518,13.886140826559458,16.21330145379384
13.397716934578618,20.943078850910155,17.399408671930246,19.64390199034862,15.926999963294563,16.977250848083614,19.05137158136859,19.701013887442464,16.343666794958764
22.60970782808449,25.733056823010784,11.07002162013069,25.030830797253458,21.511121384605854,20.796046994965938,18.94909640330643,18.137384652454344,19.384037780363055
21.48492336616593,23.62788908393535,16.42719598527124,17.365310617175833,18.62871126554097,19.19614536337058,21.564635279288595,19.264765295875943,18.624154540065497
21.252464251729382,33.37912713823819,18.1368187381523,21.36108124430129,23.833225511236673,24.67832196194828,23.520364606468448,20.621072694906605,22.984753136403686
21.732241047484877,17.738876785013378,14.581501432979737,18.59093459912963,17.05391114145548,16.962861773224947,18.45074167102874,17.17601025467026,19.57081668263091
16.599876392107547,24.590508510149878,16.172032664699074,13.842471643586428,20.004818107028907,19.08903495986766,16.328809467050654,15.83011341081146,16.394260611494854
21.161268485805017,19.353994950942436,12.3670929267702,21.93924537404167,18.16871784801254,17.97821432446542,20.026226184554694,19.441811858701058,19.829492000151
21.465362366493405,17.65356506505678,18.308314445525973,14.621231823890515,20.65883472394767,17.06874216757057,18.212368518408503,16.315314062242727,15.125973024449916
16.42824290986816,21.94566431482514,22.222776995532598,19.086506522374258,20.62172386319709,20.417172234982694,21.059623925421334,19.818162899896315,19.66841981210435
29.328872555723784,22.68676239703518,13.611424520918145,17.63391833997878,22.37693718188416,18.344040940038155,22.036102774061714,18.74041100164318,20.941734198416007
22.36916460455894,36.59086777530047,15.509312933790468,22.572309738262767,24.212060098152012,24.05925450918668,25.59528818569943,21.92955048161427,26.0010772263041
14.043482513986756,21.07927092158399,20.01018498581673,14.767396030117254,17.226405133077385,18.42641355136568,16.82680283702398,18.75444859609654,14.969068457478691
23.28276804316915,16.349106352576584,22.848362877290946,20.56347963120784,20.739213037361406,18.756735524803762,20.552967218167925,20.195596936445174,20.978866665482375
15.126591648863393,23.365053587471927,12.027240751164275,15.640810370605196,17.375828867032713,14.200031852379166,15.928222014796681,14.900858337425438,14.410458121943407
23.93542301871226,11.626799812268159,17.324861050336203,16.95557915068486,17.4461959867709,14.524331372847566,18.355762220741653,16.707961723584248,17.507925090177558
25.79297789503702,21.54021608697867,19.1325232892781,4.459199089839592,21.798075424470195,19.579385765352722,18.064118319647083,14.661179542602412,15.50904600511038
15.896588408241447,22.080126411475803,17.59177443748461,27.368394286471634,19.503195657883303,20.477807780868012,21.803365749931615,21.649278548722123,23.214663718296833
24.81688064622161,25.97300191472606,8.092831732491652,21.202227731304927,21.11704679581942,18.891106375663433,21.133974309243296,18.151387979825266,20.263351374640514
22.06390463468249,26.868111247139232,20.004360037235088,15.930610056247342,21.767887585668493,22.605799059165093,19.48948700288713,20.91393638465677,20.561819170843798
24.11030079997245,19.482151905461414,24.077345404362575,14.501377246668024,21.569487714068035,20.38573511980618,21.893563969669987,20.932092668213222,20.252669150851638
29.483964913269737,21.246929926850335,18.466647004678013,17.01740498848264,22.745833591319293,21.48280895967571,22.504597666085896,17.7648075551477,20.760849564043795
18.773059419985646,18.169395846946646,13.875575786822946,21.867518139277806,17.98034818825421,17.76736235290683,17.80216241507276,17.160023122041355,19.65640632819373
16.23131917821255,16.35968722596153,15.947491014542868,11.431660297660297,15.818536756967992,14.753749946572912,15.34233219562394,14.476498692485087,15.400523636349076
15.552427851872384,23.549473896903173,25.079652270622372,18.43366232282265,20.406817279702985,21.680101769085777,20.530134513972442,23.281549841459217,20.839590648585396
15.920948575172808,15.632072257017004,21.639850163442233,26.082567489850693,19.760470298519596,20.35554116056262,20.43491530000186,20.617912232912822,18.83747742156261
19.614491452929478,19.926865497140685,20.560106473537317,14.464214656128783,19.249854270934765,18.776926195998065,18.270023139229192,16.208394738184484,19.45632144209713
21.70575987408322,17.024130200503812,19.425650334137504,19.32154015505462,20.611424959241873,18.679838593065348,19.848197382113895,18.13815470068365,20.61798739499592
21.383453996650097,24.748415931451298,15.355451551236111,27.81323926103103,22.059908011421456,21.527986488342993,22.392445489751488,20.912987767371234,22.547388438851005
24.13591624518012,31.00715049633244,17.197715277376926,21.52860651876309,24.310671052425022,21.296451752115722,23.03515323091784,19.796207656436543,24.2353510594684
20.065009459389536,15.492060085983343,17.688309057285938,19.50369528194182,18.042493879250955,18.150911237755967,18.37740471605222,19.000047691338416,18.77935687434755
27.267670385786584,12.734907585512154,20.198297264257775,21.026545819636013,20.811028055615388,18.329693407026948,23.013324837286888,18.091451175089944,19.480906299439788
18.67671583381022,21.375565573249663,24.035675577067614,17.39653865996119,20.709912694636845,21.46774196796839,19.68558728119649,21.422038075078447,19.721418676282838
33.600845832948096,22.07848897978879,22.47335254717251,24.19852514121376,26.019087285452787,24.83500255224547,25.33785953401922,22.932284214789167,25.76866955986117
23.12833673882503,23.09329653378649,12.322462576815838,17.40267990839915,18.918743778424076,18.836052159155976,18.318581539823597,18.588266351190956,19.327876104335616
15.714212217918586,19.768397423828276,18.895979875604194,11.163273565056091,17.76602483941664,17.67513951703088,15.822249385074203,16.15632102853786,16.817247482512204
14.645537509694439,20.99680350587284,20.947053380671587,17.434787584238162,18.988269322779022,18.07269831840891,19.321819848504617,18.79406042509867,16.371527569958122
22.412362076215928,23.83755205270301,20.47544132057854,15.133061880493186,22.470240731265108,21.172231246677246,21.18048679213373,20.267096157198225,19.682647953628607
18.882686073370746,27.202154463224193,15.483064946450323,17.875223951210284,20.75282817128312,20.424768880381226,19.854918855242577,17.87719217940439,18.742579456347876
23.57000247046046,12.224756148408586,29.656436863073445,17.963663763677477,21.590306209142483,20.686310317629403,21.880011396674103,22.629171824954586,20.057447167227078
22.366188122867726,20.155302804842687,12.891661750675524,23.78969279921963,20.66379674667411,18.217079350309398,20.5941546648957,18.07958328845492,19.633048138896278
19.635855436715637,23.069043969705316,13.667246213335801,21.781170906657543,20.47425105788572,19.899530687642134,19.37599494557736,17.98404224833415,19.840536295100613
15.766031409657975,17.41011947694632,18.934380325046305,20.053061950301586,16.462089845644392,18.770623157009016,16.50703354869384,18.560729041180114,18.53780342122373
12.425763876570677,30.6558481588365,26.467212219855412,18.98821835466962,20.262372480562632,23.533316585833518,22.964043660432054,22.567425977780747,21.197131703999997
17.767425239664895,18.822950598856316,14.655220597183316,14.764567964568023,16.772786944664045,15.479547583943829,16.67220572107011,15.641899587394818,16.64090040803696
24.28199397161736,21.793536564963585,16.93668653741203,10.27529904933729,20.648341661009503,18.003076501978164,18.344102494533157,16.98365608704306,18.734977014587162
21.07046872065102,24.780110484211455,22.309174692062772,19.452640045571133,22.027398449361222,22.17107458370663,21.43705046561438,19.513789460686084,23.95511579863188
